ห้องที่,ชุดที่,ลำดับที่,จังหวัด,เขต,ชื่อ - นามสกุล,บัตรประชาชน
1,6,523,จังหวัดยโสธร,13,abc125852,1111111113508
2,9,730,จังหวัดยะลา,8,abc125853,1111111113509
1,1,489,จังหวัดร้อยเอ็ด,9,abc125854,1111111113510
1,11,860,จังหวัดระนอง,10,abc125855,1111111113511
1,13,534,จังหวัดระยอง,4,abc125856,1111111113512
1,10,649,จังหวัดราชบุรี,7,abc125857,1111111113513
2,7,989,จังหวัดลพบุรี,1,abc125858,1111111113514
1,5,830,จังหวัดลำปาง,10,abc125859,1111111113515
1,1,189,จังหวัดลำพูน,7,abc125860,1111111113516
2,11,639,จังหวัดเลย,1,abc125861,1111111113517
2,14,316,จังหวัดศรีสะเกษ,11,abc125862,1111111113518
2,11,907,จังหวัดสกลนคร,9,abc125863,1111111113519
1,13,475,จังหวัดสงขลา,14,abc125864,1111111113520
2,14,762,จังหวัดสตูล,14,abc125865,1111111113521
2,14,209,จังหวัดสมุทรปราการ,1,abc125866,1111111113522
1,14,378,จังหวัดสมุทรสงคราม,6,abc125867,1111111113523
2,5,24,จังหวัดสมุทรสาคร,8,abc125868,1111111113524
2,1,553,จังหวัดสระแก้ว,9,abc125869,1111111113525
1,14,276,จังหวัดหนองบัวลำภู,5,abc125870,1111111113526
2,13,166,จังหวัดสระบุรี,9,abc125871,1111111113527
1,7,9,จังหวัดสิงห์บุรี,4,abc125872,1111111113528
2,13,599,จังหวัดสุโขทัย,12,abc125873,1111111113529
1,9,729,จังหวัดสุพรรณบุรี,14,abc125874,1111111113530
1,11,673,จังหวัดสุราษฎร์ธานี,6,abc125875,1111111113531
2,1,796,จังหวัดสุรินทร์,7,abc125876,1111111113532
2,5,743,จังหวัดหนองคาย,9,abc125877,1111111113533
1,7,527,จังหวัดอ่างทอง,14,abc125878,1111111113534
2,2,934,จังหวัดอำนาจเจริญ,5,abc125879,1111111113535
2,5,552,จังหวัดอุดรธานี,6,abc125880,1111111113536
2,13,698,จังหวัดอุตรดิตถ์,9,abc125881,1111111113537
2,5,433,จังหวัดอุทัยธานี,14,abc125882,1111111113538
1,11,456,จังหวัดอุบลราชธานี,11,abc125883,1111111113539
1,6,557,จังหวัดกระบี่,6,abc125884,1111111113540
2,11,963,จังหวัดกาญจนบุรี,1,abc125885,1111111113541
2,8,585,จังหวัดกาฬสินธุ์,14,abc125886,1111111113542
2,12,840,จังหวัดกำแพงเพชร,4,abc125887,1111111113543
1,12,781,จังหวัดขอนแก่น,2,abc125888,1111111113544
2,13,592,จังหวัดจันทบุรี,9,abc125889,1111111113545
2,2,851,จังหวัดฉะเชิงเทรา,6,abc125890,1111111113546
2,10,961,จังหวัดชลบุรี,4,abc125891,1111111113547
2,7,186,จังหวัดชัยนาท,12,abc125892,1111111113548
2,4,295,จังหวัดชัยภูมิ,8,abc125893,1111111113549
1,4,653,จังหวัดชุมพร,10,abc125894,1111111113550
2,9,41,จังหวัดเชียงราย,9,abc125895,1111111113551
1,1,278,จังหวัดเชียงใหม่,13,abc125896,1111111113552
1,2,782,จังหวัดตรัง,11,abc125897,1111111113553
1,5,941,จังหวัดตราด,2,abc125898,1111111113554
2,10,430,จังหวัดตาก,8,abc125899,1111111113555
1,13,683,จังหวัดนครนายก,10,abc125900,1111111113556
1,2,51,จังหวัดนครปฐม,6,abc125901,1111111113557
2,13,708,จังหวัดนครพนม,6,abc125902,1111111113558
2,10,292,จังหวัดนครราชสีมา,12,abc125903,1111111113559
2,6,908,จังหวัดนครศรีธรรมราช,6,abc125904,1111111113560
1,6,520,จังหวัดนครสวรรค์,10,abc125905,1111111113561
2,13,754,จังหวัดนนทบุรี,2,abc125906,1111111113562
1,12,657,จังหวัดนราธิวาส,2,abc125907,1111111113563
2,12,972,จังหวัดน่าน,9,abc125908,1111111113564
2,8,537,จังหวัดบึงกาฬ,11,abc125909,1111111113565
1,11,428,จังหวัดบุรีรัมย์,4,abc125910,1111111113566
1,8,532,จังหวัดปทุมธานี,9,abc125911,1111111113567
2,8,316,จังหวัดประจวบคีรีขันธ์,13,abc125912,1111111113568
1,13,808,จังหวัดปราจีนบุรี,4,abc125913,1111111113569
1,13,709,จังหวัดปัตตานี,13,abc125914,1111111113570
1,13,821,จังหวัดพระนครศรีอยุธยา,11,abc125915,1111111113571
2,3,247,จังหวัดพะเยา,10,abc125916,1111111113572
1,14,714,จังหวัดพังงา,11,abc125917,1111111113573
1,7,304,จังหวัดพัทลุง,10,abc125918,1111111113574
1,13,835,จังหวัดพิจิตร,3,abc125919,1111111113575
2,6,183,จังหวัดพิษณุโลก,7,abc125920,1111111113576
1,8,311,จังหวัดเพชรบุรี,7,abc125921,1111111113577
1,9,427,จังหวัดเพชรบูรณ์,11,abc125922,1111111113578
1,9,82,จังหวัดแพร่,11,abc125923,1111111113579
2,11,126,จังหวัดภูเก็ต,12,abc125924,1111111113580
1,4,81,จังหวัดมหาสารคาม,4,abc125925,1111111113581
2,11,496,จังหวัดมุกดาหาร,14,abc125926,1111111113582
2,11,832,จังหวัดแม่ฮ่องสอน,14,abc125927,1111111113583
2,13,152,จังหวัดยโสธร,14,abc125928,1111111113584
1,6,88,จังหวัดยะลา,9,abc125929,1111111113585
2,5,329,จังหวัดร้อยเอ็ด,1,abc125930,1111111113586
2,6,681,จังหวัดระนอง,7,abc125931,1111111113587
1,2,125,จังหวัดระยอง,4,abc125932,1111111113588
2,2,312,จังหวัดราชบุรี,7,abc125933,1111111113589
2,3,286,จังหวัดลพบุรี,13,abc125934,1111111113590
2,1,985,จังหวัดลำปาง,3,abc125935,1111111113591
2,4,553,จังหวัดลำพูน,8,abc125936,1111111113592
2,12,334,จังหวัดเลย,11,abc125937,1111111113593
1,1,457,จังหวัดศรีสะเกษ,12,abc125938,1111111113594
1,11,533,จังหวัดสกลนคร,11,abc125939,1111111113595
1,11,232,จังหวัดสงขลา,9,abc125940,1111111113596
2,4,452,จังหวัดสตูล,8,abc125941,1111111113597
2,10,197,จังหวัดสมุทรปราการ,11,abc125942,1111111113598
2,11,317,จังหวัดสมุทรสงคราม,1,abc125943,1111111113599
1,5,324,จังหวัดสมุทรสาคร,4,abc125944,1111111113600
2,5,549,จังหวัดสระแก้ว,3,abc125945,1111111113601
2,5,230,จังหวัดหนองบัวลำภู,14,abc125946,1111111113602
1,5,558,จังหวัดสระบุรี,13,abc125947,1111111113603
1,9,592,จังหวัดสิงห์บุรี,5,abc125948,1111111113604
2,14,730,จังหวัดสุโขทัย,8,abc125949,1111111113605
1,4,119,จังหวัดสุพรรณบุรี,5,abc125950,1111111113606
2,7,455,จังหวัดสุราษฎร์ธานี,8,abc125951,1111111113607
1,13,784,จังหวัดสุรินทร์,7,abc125952,1111111113608
1,14,816,จังหวัดหนองคาย,5,abc125953,1111111113609
1,6,79,จังหวัดอ่างทอง,2,abc125954,1111111113610
2,11,223,จังหวัดอำนาจเจริญ,2,abc125955,1111111113611
1,4,587,จังหวัดอุดรธานี,12,abc125956,1111111113612
1,11,280,จังหวัดอุตรดิตถ์,7,abc125957,1111111113613
2,12,17,จังหวัดอุทัยธานี,5,abc125958,1111111113614
2,2,114,จังหวัดอุบลราชธานี,9,abc125959,1111111113615
1,1,136,จังหวัดกระบี่,14,abc125960,1111111113616
1,10,105,จังหวัดกาญจนบุรี,13,abc125961,1111111113617
2,13,188,จังหวัดกาฬสินธุ์,4,abc125962,1111111113618
2,1,47,จังหวัดกำแพงเพชร,12,abc125963,1111111113619
1,5,802,จังหวัดขอนแก่น,9,abc125964,1111111113620
2,9,329,จังหวัดจันทบุรี,1,abc125965,1111111113621
2,11,56,จังหวัดฉะเชิงเทรา,3,abc125966,1111111113622
1,12,369,จังหวัดชลบุรี,6,abc125967,1111111113623
2,12,858,จังหวัดชัยนาท,8,abc125968,1111111113624
2,14,789,จังหวัดชัยภูมิ,2,abc125969,1111111113625
2,3,777,จังหวัดชุมพร,1,abc125970,1111111113626
1,1,56,จังหวัดเชียงราย,1,abc125971,1111111113627
2,12,684,จังหวัดเชียงใหม่,11,abc125972,1111111113628
1,3,641,จังหวัดตรัง,10,abc125973,1111111113629
1,13,227,จังหวัดตราด,7,abc125974,1111111113630
1,9,346,จังหวัดตาก,3,abc125975,1111111113631
2,4,365,จังหวัดนครนายก,7,abc125976,1111111113632
1,9,793,จังหวัดนครปฐม,1,abc125977,1111111113633
2,5,647,จังหวัดนครพนม,14,abc125978,1111111113634
2,14,414,จังหวัดนครราชสีมา,4,abc125979,1111111113635
1,2,879,จังหวัดนครศรีธรรมราช,14,abc125980,1111111113636
2,2,291,จังหวัดนครสวรรค์,14,abc125981,1111111113637
2,7,797,จังหวัดนนทบุรี,8,abc125982,1111111113638
2,12,175,จังหวัดนราธิวาส,9,abc125983,1111111113639
2,3,604,จังหวัดน่าน,13,abc125984,1111111113640
2,11,48,จังหวัดบึงกาฬ,12,abc125985,1111111113641
1,1,943,จังหวัดบุรีรัมย์,3,abc125986,1111111113642
2,14,738,จังหวัดปทุมธานี,13,abc125987,1111111113643
2,3,541,จังหวัดประจวบคีรีขันธ์,10,abc125988,1111111113644
2,10,34,จังหวัดปราจีนบุรี,13,abc125989,1111111113645
1,10,184,จังหวัดปัตตานี,5,abc125990,1111111113646
2,6,340,จังหวัดพระนครศรีอยุธยา,8,abc125991,1111111113647
2,13,452,จังหวัดพะเยา,5,abc125992,1111111113648
1,1,185,จังหวัดพังงา,10,abc125993,1111111113649
1,11,334,จังหวัดพัทลุง,11,abc125994,1111111113650
2,4,813,จังหวัดพิจิตร,3,abc125995,1111111113651
2,2,122,จังหวัดพิษณุโลก,5,abc125996,1111111113652
1,10,862,จังหวัดเพชรบุรี,4,abc125997,1111111113653
1,4,66,จังหวัดเพชรบูรณ์,11,abc125998,1111111113654
1,9,768,จังหวัดแพร่,3,abc125999,1111111113655
1,7,81,จังหวัดภูเก็ต,3,abc126000,1111111113656
2,1,632,จังหวัดมหาสารคาม,11,abc126001,1111111113657
